gene	pLI
TALDO1	2.5234e-06
TUBB3	2.5676e-10
TIMP4	3.8342e-04
CCDC151	3.4684e-15
DUS4L	3.1791e-05
TRIM10	3.7432e-09
RHPN1	1.0250e-12
ZNF707	1.3100e-03
TM2D1	1.0999e-04
AIRE	4.0468e-12
DUSP27	5.2331e-19
DYX1C1	9.7181e-10
LRRC57	1.3041e-03
IL10RB	2.5103e-06
SERPINB6	1.1009e-04
PUS3	1.4003e-08
MAPKAPK3	3.7216e-09
TRIM38	1.3947e-08
ACMSD	1.3920e-08
CLCNKA	4.2296e-17
MRPL37	1.3929e-08
MORN1	1.6137e-11
TTC19	1.3788e-08
ZXDA	4.3723e-03
ZNF558	8.8874e-06
ROS1	1.6184e-72
LY6E	3.2110e-01
SERPINE3	2.4978e-06
WDR4	1.3806e-08
CLEC11A	3.8003e-04
FAM229B	5.7066e-01
FBXW10	1.8180e-27
THAP10	4.5791e-02
TRMT11	3.9134e-12
ZNF177	2.4711e-06
VWDE	1.3321e-40
PCDHB5	2.4736e-06
FAN1	1.6512e-25
PANX1	2.4684e-06
FREM1	1.5685e-52
EMR1	1.4801e-23
TMBIM1	1.3647e-08
RP11-618P17.4	1.4339e-02
SERTAD1	3.2037e-01
ACAA1	3.5904e-09
HMMR	5.5222e-21
FBXL15	1.4337e-02
UPP1	3.7588e-04
CLEC2L	1.4343e-02
CCDC178	1.4511e-23
IGFBP7	1.2873e-03
TMEM260	4.7299e-19
GSTA3	1.2851e-03
KCTD8	3.7542e-04
UGP2	1.3543e-08
ZNF396	8.7621e-06
SNTG2	1.3092e-14
RBM43	1.3251e-01
GBAS	1.3407e-08
VNN3	4.3252e-03
BFSP1	1.8463e-07
LILRB2	1.2812e-14
OCSTAMP	1.2820e-03
TMPRSS3	6.0739e-11
CHST8	1.0793e-04
CSF2RA	2.3956e-10
ITLN2	2.4462e-06
NMI	8.6990e-06
CDH19	1.2935e-14
PTP4A3	4.5489e-02
FGF19	5.7022e-01
PXDC1	4.3291e-03
CCDC64B	3.8038e-12
INSIG1	1.2827e-03
LRRC42	1.3431e-08
PCDHB2	6.7312e-07
DUT	1.2744e-03
PDE6A	6.5775e-25
TSR1	5.1573e-21
RFXANK	8.6716e-06
GLB1L2	4.5015e-19
MED21	1.4255e-02
MRPL55	1.4288e-02
DNAH12	9.0946e-10
SLC7A9	9.0644e-10
SLC37A2	1.2292e-14
AKR1A1	6.6621e-07
PPP5D1	4.5235e-02
AVPR1B	3.7047e-04
STON1	1.4867e-11
THAP5	8.6157e-06
EXD2	3.6578e-12
TMEM102	8.5749e-06
PP2D1	3.0461e-05
ASAH2	4.2718e-03
GAS2L3	2.1234e-13
CCDC65	5.7685e-11
PHYH	2.3792e-06
FERD3L	3.1875e-01
UMODL1	4.2869e-36
GPR128	8.0386e-18
IFNAR2	8.5332e-06
KIAA1586	5.7547e-11
FCRL2	1.4548e-11
WDR74	3.4256e-09
ZNF283	3.4136e-09
PDCD7	8.5544e-06
RAMP1	1.3181e-01
LEKR1	1.3185e-01
CYP3A4	5.7979e-11
CATSPER4	5.7136e-11
LRRIQ4	1.7762e-07
TNFSF9	3.1823e-01
ACTL8	3.1835e-01
CCT6B	5.6679e-11
HUS1	3.0073e-05
IMPACT	4.8274e-08
PRRG1	1.3149e-01
AQP8	3.6707e-04
CLEC4M	6.5585e-07
SIRPB2	3.6633e-04
LOXL4	9.1912e-20
MRPS7	1.2591e-03
TFPT	1.0562e-04
RAB31	1.2566e-03
DNASE1L3	3.0012e-05
SLC5A2	4.9184e-14
TBC1D24	1.2788e-08
PLEKHN1	1.1549e-14
DPM2	3.1786e-01
TMC8	1.1401e-14
TRIM21	3.3549e-09
NANOGNB	4.2410e-03
GPAT2	4.8416e-14
DCAF4L1	3.1806e-01
STOX1	1.4404e-16
C10orf107	3.6502e-04
AC024580.1	1.3133e-01
CCDC105	1.7688e-07
ATRAID	1.0516e-04
ZNF584	1.0489e-04
CCDC150	7.9451e-37
DFNA5	3.2843e-09
RGP1	3.2975e-09
ST6GALNAC1	1.3809e-11
SURF6	6.4490e-07
C4orf27	2.3254e-06
SHD	8.3568e-06
KRTAP16-1	8.3521e-06
TRUB1	2.3333e-06
GYS2	9.7872e-22
UROD	1.2563e-08
CARD9	8.1491e-13
COQ10A	3.6102e-04
CKAP2	8.1751e-13
CD38	2.3129e-06
LOH12CR1	1.2418e-03
LYPD6B	3.6139e-04
WISP1	6.3885e-07
SLC25A24	3.3527e-12
KIAA1919	8.2980e-06
ECM1	4.6627e-14
CCNB1IP1	1.0395e-04
CAPN13	2.1544e-22
AKR1D1	1.7175e-07
RASL10B	4.1933e-03
MSRB1	1.3040e-01
IQCF2	1.2400e-03
CEP112	7.0861e-39
ABCB5	1.5072e-37
CCR9	4.1986e-03
EPHX1	3.2154e-09
CCL19	3.1691e-01
KLHL21	6.3071e-07
RTDR1	3.6018e-04
SEC14L4	1.3104e-11
ARRDC4	1.7064e-07
KLF1	3.5800e-04
LDLR	9.8410e-24
GRPEL2	3.5876e-04
TTC30B	4.5661e-08
SPCS1	1.3927e-02
TAS2R38	1.3030e-01
HPX	1.3005e-11
TMEM229B	1.3003e-01
ACBD6	2.2569e-06
LCN15	4.1741e-03
CABYR	2.2580e-06
ELANE	1.2274e-03
DAK	3.1694e-12
ANKUB1	1.1953e-08
ANO10	1.0162e-14
NPIPB11	1.3863e-02
GSC	1.3852e-02
DYNC2LI1	3.1540e-09
UBXN10	1.3862e-02
MEFV	1.0177e-14
TRIM16	3.1558e-09
TEX261	1.2246e-03
NOL12	1.2204e-03
RCN1	2.8821e-05
ZBTB45	2.8819e-05
ORC4	7.5667e-13
NPFFR2	1.6686e-07
SETMAR	1.0188e-04
RTCA	3.0927e-09
TSTA3	1.6808e-07
MXRA8	1.6738e-07
ECH1	6.1604e-07
NYX	1.2961e-01
MEGF11	2.3668e-30
DHX35	4.3653e-25
AC109829.1	3.5252e-04
SMIM12	5.6679e-01
FHL2	2.8693e-05
NUCB2	2.0028e-10
MVB12A	8.0240e-06
GADD45A	4.4075e-02
SDC4	4.1475e-03
FAM188B	3.2175e-19
TMEM175	3.0549e-09
ZNF891	6.1344e-07
IGF2	4.4127e-02
PGS1	1.2572e-11
ERAP1	2.0562e-26
CXCR2	1.3736e-02
MYF6	4.1218e-03
GSX1	4.4024e-02
TTLL10	1.2286e-11
BTBD8	6.0770e-07
MFI2	1.1795e-16
ASTL	6.0480e-07
OR2W1	4.4066e-02
FUK	1.0421e-29
OMA1	1.2241e-11
RNF152	1.2894e-01
SLC5A4	1.1480e-16
APOL5	6.0075e-07
NCF1	2.8311e-05
CLN6	1.0025e-04
SPINK1	3.1476e-01
AC007040.11	4.1170e-03
ZBTB25	2.1949e-06
HBG1	5.6611e-01
LRRC20	4.3870e-02
SLC47A2	9.2836e-15
RNASEL	1.9513e-10
PDSS2	4.3743e-08
OPA3	5.6570e-01
UGT1A4	5.9807e-07
TDP2	1.1340e-08
SHQ1	4.7806e-11
COG8	2.9725e-09
GLT8D1	1.1343e-08
C17orf66	4.8498e-16
PDZD7	7.6433e-10
CXCL11	3.1408e-01
SH3BP2	1.1560e-11
TFEC	4.2824e-08
MRFAP1	3.1404e-01
BRMS1	1.5790e-07
CLEC10A	7.7599e-06
PADI1	2.0388e-15
PADI4	4.6001e-16
TMEM30C	5.6514e-01
PVRIG	4.0685e-03
HOXC11	4.0590e-03
KRT28	7.4212e-10
CHRNA5	2.1488e-06
RIC3	2.1447e-06
COMMD3	2.7760e-05
OR10K1	3.1356e-01
PIK3C2G	9.5013e-40
HS3ST3A1	1.3565e-02
PINK1	1.8749e-10
ACTL9	4.0543e-03
CCDC58	4.0567e-03
GUF1	5.3495e-18
B4GALT4	5.8287e-07
C9orf24	2.1359e-06
NPL	1.5688e-07
FUT4	7.7294e-06
CCDC85B	3.1331e-01
OVOL3	1.1868e-03
PNKD	4.1392e-08
POF1B	4.5070e-11
LMOD3	1.5519e-07
SPR	4.3400e-02
ASTE1	7.2103e-10
WFIKKN1	7.7014e-06
ALDH9A1	1.0995e-11
ZNF502	4.1603e-08
NOX4	5.7555e-20
IL17RB	4.4601e-11
ITGB1BP1	9.6972e-05
CENPH	1.5465e-07
RAD51L3-RFFL	2.0968e-06
HSD17B13	2.7371e-05
CTC-512J12.6	1.2761e-01
C6ORF165	8.0894e-15
NEBL	1.7679e-36
ZNF185	6.3026e-13
FAM177A1	1.1791e-03
TRMT10C	9.7105e-05
FBXO44	2.1091e-06
FAM81B	1.0816e-11
HEXDC	4.3406e-11
ASPG	6.1787e-13
EXOSC5	4.0091e-03
LZIC	1.1711e-03
CAPN9	1.3256e-22
HSPB8	4.3128e-02
HSPBAP1	4.4074e-11
RDH8	1.1708e-03
C14orf164	1.0617e-08
CALR3	6.9788e-10
CTD-2260A17.2	5.6415e-01
OSCP1	7.0317e-10
TMA16	9.6522e-05
FAM64A	1.1659e-03
NAGS	4.0325e-08
ANO6	7.3158e-32
PCDHGB2	2.5408e-12
C11orf70	2.0691e-06
HTR3A	1.7499e-10
COX7C	5.6366e-01
HAAO	1.0561e-08
PAPLN	7.4895e-38
IL17A	4.3049e-02
SKA3	1.5109e-07
STOM	2.7047e-05
SAMD12	1.1661e-03
SLC2A9	6.9451e-10
C15orf52	1.4050e-13
UBXN11	1.3973e-13
PPP1R36	1.7114e-10
KCNJ5	3.3577e-04
AGBL1	1.4377e-30
CCDC37	4.6757e-18
CBLC	4.2394e-11
GRAMD3	2.5212e-12
ZFYVE19	3.2046e-14
KIF9	5.4841e-22
CDCA5	1.1583e-03
DMP1	1.4881e-07
ENPEP	1.3878e-28
RBFA	9.5095e-05
SARM1	1.7007e-10
TERF2IP	2.6683e-05
DALRD3	1.6886e-10
CCER2	3.9706e-03
PPP1R14A	1.2672e-01
PRG3	3.3439e-04
C2orf61	9.5142e-05
SCRN3	1.4833e-07
ACAT2	5.5303e-07
GPR113	1.1879e-22
DQX1	5.0034e-20
HDHD1	1.2667e-01
SCTR	2.4257e-12
ADAD2	2.3904e-12
TSEN2	1.0092e-11
C3orf20	2.3810e-21
CSRP1	3.3280e-04
LRRC2	5.5017e-07
SNAI3	1.3249e-02
RP11-385D13.1	5.7998e-26
TRIT1	4.0895e-11
HYKK	7.3257e-06
KRT84	6.5597e-10
MPO	7.1050e-15
SLC22A8	2.6004e-09
VAMP1	3.9396e-03
HAO1	1.4578e-07
ZNF786	2.3543e-12
TATDN3	5.4402e-07
CES3	2.3374e-12
CSNK1A1L	1.3174e-02
IQCK	2.0032e-06
GPR112	1.2147e-34
MASP2	3.0428e-14
TIMM21	9.3324e-05
SLC13A2	1.2919e-13
CSH2	1.3182e-02
TRPV3	4.6013e-20
ESD	5.3945e-07
MRPS24	3.9242e-03
ANKRD61	3.9262e-03
TTC16	4.1102e-18
TRIM69	2.5727e-09
ZNF432	3.0049e-14
TSR3	1.1406e-03
NBPF1	2.3773e-25
HMGN5	3.0957e-01
MRPL2	1.4285e-07
SH3RF2	1.2714e-13
ARSG	6.3682e-10
CIB1	3.2612e-04
KIR2DL4	4.2308e-02
ATP5J2-PTCD1	2.9087e-14
TGDS	2.4826e-09
PTCD1	2.9087e-14
CDKL3	2.2569e-12
CHRNA3	1.4197e-07
RILPL2	3.8900e-03
SPATA7	5.1769e-13
SCPEP1	1.2284e-13
FAM195B	4.2217e-02
CA4	7.1318e-06
DFNB59	3.7194e-08
PLK5	9.1971e-05
GCKR	8.5354e-19
SH2D1B	1.3037e-02
CD276	2.4699e-09
IQCF1	1.1241e-03
ZNF195	3.8677e-03
HOXC9	1.2993e-02
ZNF738	4.2023e-02
FUNDC1	4.2053e-02
TIFA	1.2501e-01
TPMT	7.1064e-06
VWA8	8.4114e-70
CWF19L1	1.4404e-15
TSSK2	3.8610e-03
LPO	7.4989e-17
ADAMTSL5	3.7025e-11
OTOP3	3.6938e-11
CAPN11	4.4077e-24
NBPF3	8.0766e-19
ZSCAN31	3.6470e-08
CCDC154	7.2485e-17
TMC2	2.0830e-27
ARHGEF19	3.9492e-20
MFAP3	1.1201e-03
RPTN	2.5475e-05
TLL2	2.1374e-31
GCSAML	1.2474e-01
TMPRSS15	4.5847e-32
BAG2	4.2000e-02
PRCP	8.7577e-12
EXOC3L1	1.7404e-19
PNP	6.9987e-06
COMMD4	3.2013e-04
FARS2	9.2964e-09
PDPN	3.2048e-04
MUL1	1.9108e-06
SERPINB13	7.0156e-06
MBOAT4	1.3575e-07
EDARADD	3.1820e-04
C1QA	3.8204e-03
PFKP	8.8342e-25
ACADM	2.0548e-12
PLA2G3	3.5604e-11
CNGB1	1.8369e-37
SCLY	2.3341e-09
CHRNA6	3.5719e-08
PLSCR4	1.8979e-06
SLC35A5	1.8916e-06
WHAMM	4.8122e-13
ARMC4	1.9031e-25
RNF141	9.0192e-05
CNTN6	9.0232e-31
ZNF623	6.9313e-06
MOCOS	1.6193e-19
YPEL3	4.1612e-02
SLC22A2	2.0202e-12
SPRY3	3.8066e-03
TWIST2	5.6004e-01
NR1I3	3.5259e-08
FAM183A	4.1627e-02
TMEM127	1.2865e-02
FIGF	2.4980e-05
FASTKD3	5.8599e-10
ZNF165	9.1110e-09
OFCC1	1.8876e-06
NEK4	8.6883e-27
LEPREL1	7.7878e-21
MTHFD2L	6.8566e-06
C18orf54	1.8657e-06
C1RL	3.4642e-08
HLA-DRB1	1.0997e-03
HRH1	1.8580e-06
NCR3LG1	8.8569e-05
C9orf117	8.2434e-12
DIRC2	2.2526e-09
OXSM	2.4742e-05
OIT3	3.3920e-11
IZUMO2	2.4749e-05
DCDC2	5.6611e-10
DCSTAMP	1.8609e-06
ISCU	4.1463e-02
PCDHA13	2.4469e-14
LRRC9	1.5993e-33
TACR2	8.8349e-05
XKRX	3.1303e-04
KHDC3L	1.2327e-01
C16orf97	4.1330e-02
MSRB3	3.7660e-03
OR8D4	1.2338e-01
NDUFS4	3.1196e-04
TRPA1	7.2309e-35
SLC9A3R1	8.8416e-05
C11orf88	3.1184e-04
ABCC2	5.2025e-47
PTPMT1	1.2681e-02
ORMDL1	1.2321e-01
TFAP2E	2.4455e-05
MSH3	7.4413e-31
SBSPON	6.7083e-06
EFCAB6	1.1933e-45
STX4	1.3021e-07
H3F3A	1.2310e-01
SIAE	7.7865e-12
EPCAM	1.2844e-07
CLIC4	1.0866e-03
ZNF226	5.2389e-15
SLC12A9	1.1806e-15
ZNF595	3.0550e-01
MLNR	1.2661e-02
EIF4EBP2	3.0552e-01
HPSE	2.2660e-14
BAG5	1.8100e-06
SLC25A10	4.8646e-07
SLC25A29	1.0861e-03
FAM153A	6.6975e-06
CEP44	1.2728e-07
CMTR2	5.3475e-10
HSD17B7	6.6475e-06
FAM169B	1.2612e-02
TPBG	1.2627e-02
MRO	1.7975e-06
GYPA	1.0811e-03
SLX1A	1.2268e-01
ZNF675	1.2265e-01
ZNF200	1.7956e-06
CHTF18	3.0747e-28
ZNHIT6	7.5337e-12
GCNT2	2.4065e-05
DFFA	8.6585e-05
RHOB	1.2253e-01
AC006547.14	4.7950e-07
TMED6	8.6323e-05
RPUSD4	4.7321e-07
ANKK1	7.4008e-12
PCDHA11	5.4635e-17
ADAM28	2.9634e-24
MCAT	3.0611e-04
PLEKHF1	1.2523e-02
GDAP1	3.2448e-08
SYNM	3.0339e-24
TULP2	2.4676e-16
PIGX	2.3843e-05
OCEL1	3.0592e-04
ADM	4.0831e-02
SERPINB11	4.7328e-07
GNE	2.4844e-16
MLC1	3.2425e-08
ACADL	1.7430e-12
LDLRAP1	6.5037e-06
C2orf62	2.0831e-09
ELL3	1.6997e-12
PPAN	1.7244e-12
PPAN-P2RY11	1.7244e-12
CA13	1.7599e-06
BAG1	6.5264e-06
FUT11	1.7598e-06
SLC24A5	5.1503e-10
SLC19A1	6.4655e-06
NPSR1	2.0518e-09
MEGT1	1.2340e-07
TRIM62	3.1787e-08
TIGD1	3.6808e-03
LTF	1.2665e-21
SLC22A18	6.4580e-06
TPD52	8.4929e-05
SAMD15	1.2383e-10
C19orf55	5.0594e-10
LGALS9B	8.4381e-05
TSPAN2	2.3496e-05
CRTAM	8.0626e-09
ZC3HAV1L	1.0577e-03
GTF2IRD2	3.1521e-08
CBLN2	1.2162e-01
NOD1	2.4602e-18
GRHPR	4.6393e-07
POLR3GL	2.3404e-05
PCDHB17	2.3485e-05
CYP2E1	8.0688e-09
CRYZL1	2.0125e-09
FAM83D	3.1280e-08
PYROXD2	1.0027e-15
PKDREJ	2.0073e-09
HK3	5.5990e-23
AMDHD1	3.1269e-08
IDUA	3.7599e-13
DMRTA1	6.3708e-06
SLC47A1	1.9605e-14
DZANK1	5.3034e-21
GNPNAT1	1.2367e-02
ERMAP	4.9067e-10
DUSP14	1.2114e-01
FRA10AC1	4.9110e-10
SLC25A20	1.1972e-07
PDCD5	3.6424e-03
CCDC51	3.1061e-08
GCFC2	2.5566e-24
PLA2G4F	1.1507e-27
APOBEC3A	1.0454e-03
QTRTD1	4.8537e-10
BLK	8.3480e-14
ZDHHC1	4.8355e-10
ITFG3	6.7039e-12
TMEM9	3.6291e-03
XIRP1	2.2682e-30
LAX1	2.9571e-04
LRPAP1	4.4951e-07
IZUMO1	3.0387e-08
CASP4	3.0474e-08
DPYS	2.7850e-11
PPID	1.9309e-09
PLIN3	1.1790e-07
MPI	1.1715e-07
COX6B1	1.2065e-01
ME1	8.2005e-14
SEPT10	4.7356e-10
KDELC2	1.1421e-10
RRP15	2.9428e-04
ZNF764	8.2354e-05
LINGO4	8.2397e-05
GRM6	4.4632e-17
TNFRSF10D	3.0000e-08
DUSP18	1.2048e-01
SLC16A3	2.9385e-04
MRPL41	5.5531e-01
NEK5	1.0081e-23
FAM153B	2.9703e-08
SNRNP48	7.5727e-09
TMEM41A	2.9269e-04
DBF4B	2.6770e-11
PMM1	1.6587e-06
FAM227A	1.9662e-16
CPT2	4.5980e-10
ABRA	6.1508e-06
DMRT3	6.1531e-06
HELB	9.5899e-26
LTB4R	1.1994e-01
ACADSB	2.6565e-11
GSTM3	4.3638e-07
TKTL2	1.1378e-07
OR10T2	1.2008e-01
INS	3.0091e-01
LRRC17	1.1461e-07
WNT16	1.6523e-06
GDE1	6.1163e-06
SH3BGRL	3.0081e-01
PHTF1	9.6863e-26
ADH6	1.6373e-06
DMGDH	2.0503e-24
FAM53A	3.5705e-03
IL1RL1	1.4407e-12
SLC39A3	1.1970e-01
CROT	4.4315e-25
IFLTD1	1.0930e-10
RBM11	2.2392e-05
PLAC8	1.1953e-01
FAM26E	1.0205e-03
ATAD3C	7.2718e-09
EGFL8	1.1262e-07
LINGO3	1.2114e-02
GLT6D1	1.1957e-01
ADAL	1.6257e-06
NR1I2	7.2668e-09
CCNO	3.5480e-03
CHADL	2.8914e-08
RAB3C	2.8942e-04
DCT	7.3889e-14
CLIC5	1.6209e-06
CLN8	3.5591e-03
SSPN	3.9646e-02
FCAMR	4.4830e-10
DSPP	1.1191e-07
TAS1R1	7.3432e-14
INPP5J	1.8139e-16
PRSS27	8.0112e-05
FDXACB1	4.3999e-10
MRPL42	3.9597e-02
MYO19	1.5479e-34
PAQR7	2.8797e-04
DPCD	2.8791e-04
SLC26A4	8.9898e-22
ALG2	8.0497e-05
MED22	8.0393e-05
FMO4	1.0592e-10
NUDT17	1.1109e-07
GPATCH11	1.1151e-07
MED29	1.0191e-03
NPHS2	7.2218e-09
CD320	3.5250e-03
C12orf10	4.3496e-10
IGFL3	1.2036e-02
CYP1B1	2.2024e-05
CCDC126	1.1918e-01
C6orf203	1.0125e-03
ADAM2	1.8889e-22
FRMPD2	1.5123e-32
CLDN1	1.0103e-03
CHMP1A	2.8502e-04
RANBP3L	7.8033e-16
TMLHE	7.9575e-05
UTP11L	1.0932e-07
MDH1B	6.8732e-14
HELT	1.0075e-03
TRIM55	6.9041e-14
GBP7	1.5462e-14
CEBPA	5.5365e-01
C16orf78	5.9448e-06
CCNB2	5.7407e-12
BLOC1S2	1.1948e-02
C16orf93	2.7592e-08
CCDC173	3.4215e-15
LIPG	1.0165e-10
NOP16	1.1953e-02
CHST9	6.9512e-09
NDUFA1	5.5315e-01
NSMCE1	2.1753e-05
TTLL13	5.6537e-12
SLC46A3	6.9222e-09
CCDC89	7.8532e-05
IL17F	3.9165e-02
RAD51AP2	7.9703e-20
UBL4A	2.9855e-01
CTBS	1.0768e-07
ZCCHC3	1.1938e-02
STXBP6	7.8743e-05
CXCL1	1.1845e-01
OR52I1	1.1857e-01
CXCL12	1.1851e-01
GOLGA6C	1.0010e-03
NANOS3	3.9203e-02
CLRN3	3.9218e-02
GTF3C6	2.8269e-04
ACOT9	6.8017e-09
ISM2	2.3337e-11
FOXR1	1.5510e-06
C20orf78	5.5269e-01
TGM7	7.8438e-20
FANK1	1.6807e-09
MARVELD2	1.2584e-12
ZNF354C	4.1080e-10
COTL1	3.9077e-02
ASAH1	1.2588e-12
BCMO1	5.5008e-12
UGT2A1	2.9014e-13
SQRDL	4.1314e-10
STK19	6.7428e-09
METTL2B	1.6691e-09
NT5E	2.2881e-11
EEFSEC	2.6975e-08
SLC15A5	1.6745e-09
ABHD3	1.6717e-09
ENPP6	6.7521e-09
HEPHL1	1.1459e-34
CUZD1	2.2917e-11
ZNF404	2.6828e-08
KRTAP1-3	1.1801e-01
OAF	3.4624e-03
PTPRH	1.0298e-36
ASPN	1.0389e-07
FAM71F1	1.0457e-07
PCDHGA7	1.2273e-12
IL13RA2	4.0210e-07
LURAP1	1.1822e-02
EFCC1	1.0453e-07
SSUH2	3.9939e-10
EIF1AY	5.5208e-01
SEL1L2	7.3382e-20
TMEM179B	9.8906e-04
TXNDC17	3.8897e-02
EFCAB1	2.7724e-04
PNLIPRP2	3.9766e-10
C6orf10	1.4756e-16
FARP2	4.6425e-36
TAPBP	6.6044e-09
KLRG1	3.4459e-03
OR6A2	1.1773e-01
SRCRB4D	5.1832e-12
CALY	3.8696e-02
IFIT3	1.1732e-01
PCDHGA4	2.1897e-11
BBS4	1.4549e-16
ALOX15B	1.4819e-18
METTL6	2.1044e-05
NINJ1	1.1745e-01
RASD1	3.8736e-02
TRMT10A	3.8911e-10
C8A	6.5536e-16
C2orf48	2.9640e-01
PNLIPRP3	2.1705e-11
EID2	2.9648e-01
LMAN1L	2.6071e-13
TGM2	6.8118e-18
SPINK4	2.9634e-01
MPC1	3.8495e-02
STYK1	9.1009e-11
ARMCX6	1.1709e-01
TK2	3.9054e-07
HFE	2.5587e-08
EIF1AD	3.4032e-03
SGCZ	6.4001e-09
CYP2R1	3.7930e-10
RAP2C	2.9631e-01
GPR157	9.7453e-04
HIBCH	2.5766e-13
ABCA8	1.6090e-52
ACD	1.1148e-12
PDE6B	2.6155e-27
TAC3	1.1650e-02
THUMPD2	1.5442e-09
C11orf48	2.0614e-05
WDR31	1.5482e-09
ADAT1	2.5388e-13
C1orf35	7.5680e-05
CNTLN	3.9521e-49
C7orf73	5.5075e-01
OR2B6	3.4004e-03
CAPZA3	9.7097e-04
PSPH	9.6703e-04
USP41	2.0796e-11
CLEC2B	1.1614e-02
GAS8	1.0876e-12
ATP7B	4.8001e-30
ZNF554	3.7213e-10
CYP8B1	2.0558e-05
TMEM109	7.5070e-05
HSD11B1L	2.7093e-04
GDF9	5.5222e-06
MCOLN2	1.2502e-14
PTPLAD2	2.0561e-05
ALG3	3.6777e-10
HYAL3	3.8292e-07
SIT1	9.6493e-04
PARP11	6.1763e-09
SLC25A30	6.1722e-09
PRF1	5.4875e-06
YEATS4	7.4640e-05
PCDHA12	2.4185e-13
CD109	2.2707e-44
TMEM40	2.4842e-08
PRODH2	2.4520e-13
ATP6V0E2	2.9517e-01
WDR89	7.4832e-05
CTD-2410N18.5	1.1635e-01
PPIH	7.4626e-05
ABHD16B	7.4371e-05
AK8	2.0053e-11
ACBD7	1.1605e-01
PRKAG3	4.6180e-12
CLDN22	3.8131e-02
CMTM7	3.8169e-02
CENPA	1.1536e-02
IQCF5	1.1551e-02
APOA4	5.4536e-06
HDDC2	2.0302e-05
GANC	7.5457e-35
SLC2A5	3.5691e-10
TRDMT1	3.5589e-10
PLA2G12B	9.5391e-04
SFXN3	2.4372e-08
MUTYH	1.2619e-18
ZKSCAN3	1.9697e-11
CYP26A1	8.4269e-11
PGLYRP3	9.6075e-08
EPPIN	7.4025e-05
EPPIN-WFDC6	7.4025e-05
ERAP2	1.0028e-28
DDX49	5.2505e-14
APOM	9.5567e-04
RNF39	2.0207e-05
DGUOK	3.7122e-07
MAP9	2.5444e-15
RPF1	2.3931e-08
EFCAB7	2.6115e-17
EFNA2	3.8008e-02
AWAT1	2.6614e-04
OPRD1	3.3233e-03
BTN3A1	5.8712e-09
IGFBP1	9.4677e-04
STARD6	2.6527e-04
TSTD2	1.8987e-11
ANGPTL6	2.3705e-08
TRAPPC12	5.3624e-16
SH2D7	2.3722e-08
FAM163A	1.1550e-01
RUFY4	5.0653e-14
SLAMF8	5.3410e-06
ANKRD9	2.9363e-01
C3orf30	5.8545e-09
CCDC171	3.0350e-47
CD68	1.4063e-06
CALHM3	3.3060e-03
GCOM1	2.3874e-19
STEAP1	5.2700e-06
SEC22A	1.3936e-06
ST3GAL6	2.3272e-08
KCNAB3	2.4251e-17
KRT86	3.6139e-07
MMRN1	2.0714e-25
TCF19	9.3832e-04
TSPEAR	2.4371e-17
ALG14	9.3727e-04
SLC5A8	4.9955e-16
ARL15	9.3584e-04
RASA2	7.3910e-31
RASA4	1.1500e-01
TCP10L	3.2979e-03
IL36B	3.2983e-03
C17orf112	2.9303e-01
C17orf51	1.1492e-01
C10orf82	1.1358e-02
MRPL22	1.3883e-06
CA5B	2.6112e-04
SLC39A2	7.2040e-05
DSC3	2.2848e-21
PTCHD3	3.3312e-10
PMCH	1.1486e-01
ZNF575	1.1491e-01
CBWD1	1.3690e-06
DHRSX	2.6081e-04
ARL4D	3.7570e-02
SLC25A51	3.2782e-03
NDUFAF6	9.0736e-08
DYDC1	2.6003e-04
TMCO3	4.9360e-16
EPPK1	1.0343e-37
ALKBH2	3.2745e-03
SLC12A3	3.0324e-32
C10orf11	2.5890e-04
GZMM	1.1275e-02
PEX2	2.5931e-04
FITM1	2.5936e-04
RNF168	2.0514e-13
ARRDC1	1.3606e-06
NCF4	9.0248e-08
ZNF225	1.1448e-01
SHISA4	9.2720e-04
ZNF385C	1.3511e-06
FXYD2	1.1431e-01
C19orf54	5.1312e-06
MCHR2	5.1594e-06
FAHD2A	1.3522e-06
CHPF2	2.1868e-17
CXCL14	3.7302e-02
ENKUR	7.0721e-05
MMP21	1.3213e-09
NUBP2	9.2127e-04
OR10P1	1.1405e-01
SOX7	3.4831e-07
CTD-2192J16.24	9.2057e-04
GNG11	5.4709e-01
SLC39A5	7.3793e-11
CYP2A6	5.4010e-09
NDUFAF5	3.1138e-10
BSPRY	1.3336e-06
CTSF	1.9431e-13
KLHDC8A	3.4494e-07
HMGCS2	4.3354e-14
ZNF37A	1.3004e-09
TNNI1	7.0162e-05
AC006946.15	1.1381e-01
PTX3	6.9827e-05
C1orf141	3.2311e-03
IMMP2L	1.1165e-02
HEATR4	1.3711e-29
AMPD1	1.9099e-21
SCOC	1.1142e-02
LRTOMT	6.9976e-05
PCDHB8	1.3226e-06
SYPL2	1.8911e-05
BRF2	3.7481e-12
BNIPL	3.0268e-10
MRPL12	3.2204e-03
RPS29	2.9053e-01
LIPM	3.0250e-10
MOBP	5.4623e-01
TCP10	5.0062e-06
ALG10	1.3151e-06
PLEK2	5.2858e-09
HABP2	1.9637e-15
COL20A1	1.3806e-40
SULT1C4	4.9677e-06
NAALADL1	1.8164e-21
LDHB	4.9734e-06
PCDHA10	4.0942e-14
MYL12B	1.1325e-01
NUDCD2	3.1978e-03
MAK	8.6266e-19
RPE	2.5152e-04
